,Id,OverallQualitySum,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
863,864,0.6017699115044248,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,CBlock,1148,0,0,1148,GasA,1148,0,0,1148,1,0,1,0,3,1,6,Typ,0,Attchd,1959.0,1,672,0,0,0,0,0,0,,0,7,2009,WD,Normal,132500
864,865,0.7433628318584071,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,1372,1372,GasA,1372,0,0,1372,0,0,2,0,3,1,6,Typ,0,Attchd,2008.0,2,529,0,140,0,0,0,0,,0,5,2008,New,Partial,250580
865,866,0.6017699115044248,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,CBlock,828,0,174,1002,GasA,1002,0,0,1002,1,0,1,0,3,1,5,Typ,0,Detchd,1973.0,2,902,0,0,0,0,0,0,,0,8,2009,WD,Normal,148500
866,867,0.8495575221238938,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,PConc,0,0,1638,1638,GasA,1646,0,0,1646,0,0,2,0,3,1,6,Typ,1,Attchd,2007.0,3,870,192,80,0,0,0,0,,0,11,2007,New,Partial,248900
867,868,0.6371681415929203,20,RL,85.0,6970,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,932,0,108,1040,GasA,1120,0,0,1120,1,0,1,1,3,1,5,Typ,0,Attchd,1961.0,2,544,168,0,0,0,0,0,Shed,400,5,2007,WD,Normal,129000
868,869,0.4247787610619469,60,RL,,14762,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,0,0,0,0,GasA,1547,720,53,2320,0,0,2,0,2,1,7,Typ,1,Attchd,1979.0,2,672,120,144,0,0,0,0,,0,5,2006,WD,Normal,169000
869,870,0.8053097345132744,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,PConc,750,0,300,1050,GasA,1062,887,0,1949,1,0,2,1,3,1,8,Typ,1,Attchd,1993.0,2,574,156,90,0,0,0,0,,0,6,2010,WD,Normal,236000
870,871,0.5398230088495575,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,0,0,894,894,GasA,894,0,0,894,0,0,1,0,2,1,5,Typ,0,Detchd,1962.0,1,308,0,0,0,0,0,0,,0,8,2009,WD,Normal,109500
871,872,0.7522123893805309,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,PConc,505,0,299,804,GasA,804,878,0,1682,0,0,2,1,3,1,7,Typ,0,Attchd,1998.0,2,523,0,77,0,0,0,0,,0,6,2010,WD,Normal,200500
872,873,0.6991150442477876,20,RL,74.0,8892,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Stone,0,0,105,105,GasA,910,0,0,910,0,0,1,0,3,1,5,Typ,0,Attchd,1953.0,2,414,196,0,150,0,0,0,,0,10,2008,WD,Normal,116000
873,874,0.7168141592920354,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,375,0,457,832,GasA,1036,0,232,1268,0,0,1,0,3,1,6,Typ,1,Attchd,1949.0,1,288,0,28,0,0,0,0,Othr,0,9,2009,WD,Normal,133000
874,875,0.6460176991150443,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,0,0,676,676,GasA,676,455,0,1131,0,0,1,1,3,1,5,Typ,0,Detchd,1941.0,1,200,26,0,0,0,0,0,,0,8,2009,WD,Abnorml,66500
875,876,0.8761061946902655,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,PConc,64,0,1120,1184,GasA,1184,1426,0,2610,0,0,2,1,4,1,11,Typ,1,BuiltIn,2007.0,2,550,208,364,0,0,0,0,,0,8,2007,New,Partial,303477
876,877,0.6814159292035398,20,RL,94.0,25286,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,PConc,633,0,431,1064,GasA,1040,0,0,1040,1,0,1,0,3,1,5,Typ,0,Attchd,1963.0,2,648,0,0,0,0,0,0,,0,1,2007,WD,Normal,132250
877,878,0.8584070796460177,60,RL,74.0,8834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,PConc,1170,0,292,1462,GasA,1462,762,0,2224,1,0,2,1,4,1,10,Typ,1,Attchd,2004.0,3,738,184,0,0,0,0,0,,0,6,2009,WD,Normal,350000
878,879,0.6637168141592921,85,RL,88.0,11782,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,899,0,210,1109,GasA,1155,0,0,1155,1,0,1,0,3,1,6,Min2,0,Detchd,1987.0,2,576,192,0,0,0,0,0,Shed,400,6,2010,WD,Normal,148000
879,880,0.6814159292035398,20,RL,,7000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,CBlock,646,0,218,864,GasA,864,0,0,864,1,0,1,0,3,1,6,Typ,0,Attchd,1978.0,1,336,0,0,0,0,0,0,,0,7,2009,WD,Normal,136500
880,881,0.7079646017699115,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,980,0,110,1090,GasA,1090,0,0,1090,1,0,1,1,2,1,5,Typ,0,Attchd,2005.0,2,450,0,49,0,0,0,0,,0,6,2007,WD,Normal,157000
881,882,0.831858407079646,50,RL,44.0,13758,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,CBlock,902,0,254,1156,GasA,1187,530,0,1717,0,0,2,1,3,1,7,Typ,1,Attchd,1990.0,2,400,168,36,0,0,0,0,,0,4,2007,WD,Normal,187500
882,883,0.7433628318584071,60,RL,,9636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,808,808,GasA,808,785,0,1593,0,0,2,1,3,1,7,Typ,1,BuiltIn,1993.0,2,389,342,40,0,0,0,0,,0,12,2009,WD,Normal,178000
883,884,0.5398230088495575,75,RL,60.0,6204,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,0,0,795,795,GasA,954,795,481,2230,1,0,1,0,5,1,10,Typ,0,Detchd,1997.0,1,440,0,188,0,0,0,0,,0,3,2006,WD,Normal,118500
884,885,0.6460176991150443,20,RL,65.0,7150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,CBlock,432,0,460,892,GasA,892,0,0,892,0,0,1,0,3,1,5,Typ,0,Attchd,1967.0,1,288,0,0,0,0,0,0,,0,7,2009,WD,Normal,100000
885,886,0.8584070796460177,120,FV,50.0,5119,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,PConc,1238,0,460,1698,GasA,1709,0,0,1709,1,0,2,0,2,1,5,Typ,1,Attchd,1999.0,2,506,97,65,0,0,0,0,,0,1,2008,CWD,Abnorml,328900
886,887,0.672566371681416,90,RL,70.0,8393,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,CBlock,528,0,1098,1626,GasA,1712,0,0,1712,0,0,2,0,4,2,8,Typ,0,Attchd,2005.0,2,588,272,54,0,0,0,0,,0,6,2006,WD,Family,145000
887,888,0.6283185840707964,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,0,0,816,816,GasA,872,521,0,1393,0,0,1,1,3,1,8,Typ,0,Attchd,1955.0,1,300,121,0,0,0,265,0,,0,4,2008,WD,Normal,135500
888,889,0.8230088495575221,20,RL,95.0,15865,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,PConc,351,823,1043,2217,GasA,2217,0,0,2217,1,0,2,0,4,1,8,Typ,1,Attchd,1970.0,2,621,81,207,0,0,224,0,,0,10,2007,WD,Normal,268000
889,890,0.7345132743362832,20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,CBlock,1024,0,481,1505,GasA,1505,0,0,1505,1,0,1,0,2,1,6,Typ,1,Attchd,1953.0,2,505,0,0,0,162,0,0,,0,2,2009,WD,Normal,149500
890,891,0.6991150442477876,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,0,0,672,672,GasA,672,252,0,924,0,0,1,0,3,1,6,Typ,1,Detchd,2003.0,2,576,0,0,0,0,0,0,Shed,2000,7,2007,WD,Normal,122900
891,892,0.7256637168141593,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,CBlock,226,500,192,918,GasA,918,765,0,1683,0,0,2,1,3,1,7,Typ,1,Attchd,1978.0,2,440,243,0,0,0,0,0,,0,7,2009,WD,Normal,172500
892,893,0.6814159292035398,20,RL,70.0,8414,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,663,0,396,1059,GasA,1068,0,0,1068,0,1,1,0,3,1,6,Typ,0,Attchd,1963.0,1,264,192,0,0,0,0,0,,0,2,2006,WD,Normal,154500
893,894,0.7079646017699115,20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,PConc,1064,0,319,1383,GasA,1383,0,0,1383,1,0,1,0,3,1,6,Typ,1,Attchd,1954.0,1,354,511,116,0,0,0,0,,0,6,2008,WD,Normal,165000
894,895,0.39823008849557523,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,0,0,0,0,GasA,1535,0,0,1535,0,0,2,0,4,2,8,Typ,0,Attchd,1979.0,2,400,0,0,0,0,0,0,,0,6,2009,WD,Alloca,118858
895,896,0.6991150442477876,60,RL,71.0,7056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,CBlock,400,0,380,780,GasA,983,813,0,1796,1,0,1,1,4,1,8,Typ,1,Attchd,1963.0,2,483,0,50,0,0,0,0,,0,10,2008,WD,Normal,140000
896,897,0.5575221238938053,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,285,0,666,951,GasA,951,0,0,951,0,0,1,0,2,1,6,Typ,0,Detchd,1936.0,1,327,0,28,0,0,0,0,,0,4,2006,WD,Abnorml,106500
897,898,0.39823008849557523,90,RL,64.0,7018,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,0,0,0,0,GasA,1120,1120,0,2240,0,0,2,0,6,2,12,Typ,0,Detchd,1979.0,2,528,154,0,0,0,0,0,,0,6,2009,WD,Alloca,142953
898,899,0.9292035398230089,20,RL,100.0,12919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,PConc,2188,0,142,2330,GasA,2364,0,0,2364,1,0,2,1,2,1,11,Typ,2,Attchd,2009.0,3,820,0,67,0,0,0,0,,0,3,2010,New,Partial,611657
899,900,0.6548672566371682,20,RL,65.0,6993,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,465,0,447,912,GasA,1236,0,0,1236,0,0,1,0,3,1,6,Typ,1,Attchd,1961.0,1,288,0,0,0,0,0,0,,0,6,2006,WD,Normal,135000
900,901,0.6106194690265486,20,RL,,7340,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,322,0,536,858,GasA,858,0,0,858,0,0,1,0,2,1,4,Typ,0,Detchd,1979.0,1,684,0,0,0,0,0,0,,0,6,2007,WD,Normal,110000
901,902,0.6371681415929203,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,860,0,132,992,GasA,1306,0,0,1306,1,0,1,0,2,1,5,Typ,0,Detchd,1968.0,1,756,0,0,0,0,0,0,,0,5,2009,WD,Normal,153000
902,903,0.7964601769911505,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,783,783,GasA,807,702,0,1509,0,0,2,1,3,1,8,Typ,1,Attchd,2003.0,2,393,0,75,0,0,0,0,,0,7,2006,WD,Normal,180000
903,904,0.8141592920353983,20,RL,50.0,14859,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,PConc,0,0,1670,1670,GasA,1670,0,0,1670,0,0,2,0,3,1,7,Typ,1,Attchd,2006.0,3,690,144,60,0,0,0,0,,0,8,2006,New,Partial,240000
904,905,0.6371681415929203,20,RL,,6173,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,CBlock,599,0,277,876,GasA,902,0,0,902,0,0,1,0,3,1,6,Typ,0,Attchd,1967.0,1,288,0,0,0,0,0,0,,0,8,2007,WD,Normal,125500
905,906,0.6548672566371682,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,CBlock,354,290,412,1056,GasA,1063,0,0,1063,1,0,1,0,3,1,6,Typ,0,Attchd,1954.0,1,280,0,0,164,0,0,0,,0,2,2010,WD,Normal,128000
906,907,0.8407079646017699,20,RL,116.0,13501,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,PConc,63,0,1560,1623,GasA,1636,0,0,1636,1,0,2,0,3,1,8,Typ,1,Attchd,2006.0,3,865,0,60,0,0,0,0,,0,6,2007,WD,Normal,255000
907,908,0.7610619469026548,50,RL,86.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,223,0,794,1017,GasA,1020,1037,0,2057,0,0,1,1,3,1,6,Typ,1,Attchd,1936.0,1,180,0,0,0,0,322,0,,0,6,2006,WD,Normal,250000
908,909,0.6548672566371682,20,RL,,8885,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,301,324,239,864,GasA,902,0,0,902,1,0,1,0,2,1,5,Typ,0,Attchd,1983.0,2,484,164,0,0,0,0,0,,0,6,2006,WD,Normal,131000
909,910,0.7964601769911505,60,RL,149.0,12589,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,742,742,GasA,742,742,0,1484,0,0,2,1,3,1,8,Typ,1,Attchd,2005.0,2,390,36,24,0,0,0,0,,0,6,2009,WD,Normal,174000
910,911,0.6814159292035398,90,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,CBlock,443,0,662,1105,GasA,1105,1169,0,2274,0,0,2,0,5,2,12,Typ,0,Detchd,1960.0,2,480,0,0,0,0,0,0,,0,1,2010,WD,Normal,154300
911,912,0.6991150442477876,20,RL,,9286,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,196,0,1072,1268,GasA,1268,0,0,1268,0,0,1,1,3,1,5,Typ,0,Detchd,1978.0,1,252,173,0,0,0,0,0,,0,10,2009,WD,Normal,143500
912,913,0.5221238938053098,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,489,0,279,768,GasA,1015,0,0,1015,0,0,1,0,3,1,6,Min1,0,Detchd,1925.0,1,450,0,0,112,0,120,0,Shed,620,7,2006,WD,Abnorml,88000
913,914,0.584070796460177,90,RH,82.0,6270,Pave,,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,284,0,717,1001,GasA,1001,1001,0,2002,0,0,2,0,4,2,8,Typ,0,2Types,1949.0,3,871,0,0,0,0,0,0,,0,8,2007,WD,Normal,145000
914,915,0.8053097345132744,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,PConc,294,0,318,612,GasA,612,612,0,1224,0,0,2,1,2,1,4,Typ,0,Detchd,2009.0,2,528,0,234,0,0,0,0,,0,6,2009,New,Partial,173733
915,916,0.5929203539823009,160,RM,21.0,2001,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,CBlock,0,0,546,546,GasA,546,546,0,1092,0,0,1,1,3,1,6,Typ,0,Attchd,1970.0,1,286,0,0,0,0,0,0,,0,1,2007,WD,Normal,75000
916,917,0.6194690265486725,20,C (all),50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,CBlock,50,0,430,480,GasA,480,0,0,480,1,0,0,0,1,1,4,Typ,0,Detchd,1958.0,1,308,0,0,0,0,0,0,,0,10,2006,WD,Abnorml,35311
917,918,0.7610619469026548,20,RL,,17140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,1059,0,75,1134,GasA,1229,0,0,1229,0,0,1,0,3,1,6,Typ,0,Attchd,1956.0,1,284,0,0,0,0,0,0,,0,4,2009,WD,Normal,135000
918,919,0.8495575221238938,60,RL,103.0,13125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,48,634,422,1104,GasA,912,1215,0,2127,1,0,2,1,4,1,8,Typ,1,Attchd,1991.0,3,833,72,192,224,0,0,0,,0,11,2007,WD,Normal,238000
919,920,0.7433628318584071,20,RL,87.0,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,528,411,245,1184,GasA,1414,0,0,1414,1,0,1,0,3,1,6,Min1,1,Attchd,1990.0,2,601,0,51,0,0,190,0,,0,5,2008,WD,Normal,176500
920,921,0.8053097345132744,60,RL,70.0,8462,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,PConc,814,0,114,928,GasA,936,785,0,1721,0,1,2,1,3,1,7,Typ,0,Attchd,1994.0,2,471,300,87,0,0,0,0,,0,7,2007,WD,Normal,201000
921,922,0.3893805309734513,90,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,1084,0,188,1272,GasA,1272,928,0,2200,2,0,2,2,4,2,9,Typ,0,,,0,0,0,70,0,0,0,0,,0,9,2008,WD,Normal,145900
922,923,0.8230088495575221,20,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,28,0,1288,1316,GasA,1316,0,0,1316,0,0,2,0,3,1,6,Typ,1,Attchd,2005.0,2,397,100,0,0,23,0,0,,0,10,2006,New,Partial,169990
923,924,0.8053097345132744,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,PConc,165,841,598,1604,GasA,1617,0,0,1617,1,0,2,0,2,1,5,Typ,1,Attchd,1993.0,2,533,0,69,0,0,0,0,,0,7,2008,WD,Normal,193000
924,925,0.6902654867256637,20,RL,79.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,CBlock,625,1061,0,1686,GasA,1686,0,0,1686,1,0,2,0,3,1,7,Typ,1,Attchd,1980.0,2,612,384,131,0,0,0,0,,0,5,2006,WD,Normal,207500
925,926,0.7433628318584071,20,RL,,15611,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,767,93,266,1126,GasA,1126,0,0,1126,0,1,2,0,3,1,6,Typ,0,Attchd,1977.0,2,540,180,0,0,0,0,0,,0,3,2008,WD,Abnorml,175000
926,927,0.8141592920353983,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,PConc,0,0,1181,1181,GasA,1234,1140,0,2374,0,0,2,1,4,1,10,Typ,1,BuiltIn,2003.0,3,656,104,100,0,0,0,0,,0,5,2007,WD,Normal,285000
927,928,0.7345132743362832,60,RL,,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,CBlock,552,0,280,832,GasA,1098,880,0,1978,0,0,2,1,4,1,9,Typ,1,Attchd,1968.0,2,486,0,43,0,0,0,0,,0,4,2008,WD,Normal,176000
928,929,0.8495575221238938,20,RL,,11838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,1753,1753,GasA,1788,0,0,1788,0,0,2,0,3,1,7,Typ,1,Attchd,2001.0,2,522,202,151,0,0,0,0,,0,6,2009,WD,Normal,236500
929,930,0.7433628318584071,60,RL,,13006,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,PConc,0,0,964,964,GasA,993,1243,0,2236,0,0,2,1,4,1,8,Typ,1,BuiltIn,1997.0,2,642,0,0,0,0,0,0,,0,11,2006,WD,Normal,222000
